id,conversation_id,customer_message,context,intent,expected_escalation,historical_resolution
AMZ-047,5152,Amazonプライム凄く良い良い,CUSTOMER: Amazonプライム凄く良い良い | BRAND: @116920 お褒めいただき('ω' )三('ω')三( 'ω')光栄ですっ！！ プライムの特典は様々ご準備しておりますので、ぜひご活用くださいませ~♪https://t.co/JVlaJGORZx TY | CUSTOMER: @AmazonHelp いつもお世話になってます(´ω`) | BRAND: @116920 ご愛顧いただき誠にありがとうございます！ 今後とも末永くどうぞよろしくお願いいたします♪┗(＾ω＾)┛ SM,OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@116920 お褒めいただき('ω' )三('ω')三( 'ω')光栄ですっ！！ プライムの特典は様々ご準備しておりますので、ぜひご活用くださいませ~♪https://t.co/JVlaJGORZx TY"""
AMZ-048,5282,Okay amazon lost my package gr8,"CUSTOMER: Okay amazon lost my package gr8 | BRAND: @116922 Oh no! I'm sorry to hear your order hasn't arrived! Have you had a chance to contact us about this issue? If so, what options were we able to provide? We want to make sure this issue has been resolved for you! ^BN | CUSTOMER: @AmazonHelp I got a refund but I wanna check to see if it's actually lost",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,ESCALATE,"Brand apologised. First reply: ""@116922 Oh no! I'm sorry to hear your order hasn't arrived! Have you had a chance to contact us about this issue? If so, what options were we able to provide? We want to make sure """
AMZ-049,5285,@AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?,"CUSTOMER: @AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM? | BRAND: @116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN | CUSTOMER: @AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :) | BRAND: @116923 Thanks for the information. We've responded to your DM. ^GG",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page, asked customer to DM. First reply: ""@116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going"""
AMZ-050,5291,@115850 का एकाउंट परमानेंटली डिलीट कैसे करते है?,CUSTOMER: @115850 का एकाउंट परमानेंटली डिलीट कैसे करते है? | BRAND: @116925 Kindly reach out our support team here: https://t.co/TdDksLo6Mf for more details on account closure. ^MK | CUSTOMER: @AmazonHelp चोट्टे,ACCOUNT_ACCESS_OR_SECURITY,ESCALATE,"Brand linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@116925 Kindly reach out our support team here: https://t.co/TdDksLo6Mf for more details on account closure. ^MK"""
AMZ-051,5296,Jamas volvere a comprar en @116875 :'v,"CUSTOMER: Jamas volvere a comprar en @116875 :'v | BRAND: @116926 ¡Hola! Lamentamos cualquier molestia ocasionada, ¿puedes contarnos lo sucedido? ^LC | CUSTOMER: @AmazonHelp Cree una cuenta para poder comprar el nuevo juego de Pokémon Ultra Moon ya que en su pagina estaba a un precio muy bueno pero una vez realizada la compra, al siguiente dia mi cuenta fue bloqueda, hize lo que me pedian para desbloquearl, llevo 2 intentos y han rechazado mi... | CUSTOMER: @AmazonHelp Solicitud (foto del estado de cuenta) | BRAND: @116926 Puedes también comunicarte a través del siguiente enlace de contacto para que se revise tu caso: https://t.co/hWMtJrYuBU ^PC",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@116926 ¡Hola! Lamentamos cualquier molestia ocasionada, ¿puedes contarnos lo sucedido? ^LC"""
AMZ-052,5304,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife. @115833 #echo #alexa","CUSTOMER: I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife. @115833 #echo #alexa | BRAND: @116931 We can help take a closer look into this. We're available 24/7 here: https://t.co/hApLpMlfHN ^EP | BRAND: @116931 Please try asking Alexa to stop playing your music, and then ask her to play your music again, but without referencing the ""Multi-Room Music group"" you were previously using: https://t.co/gR1MEFl0If ^JR",DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@116931 We can help take a closer look into this. We're available 24/7 here: https://t.co/hApLpMlfHN ^EP"""
AMZ-053,5315,@AmazonHelp Someone keeps trying to buy playstation cards on my account. Having a hard time getting customer service,"CUSTOMER: @AmazonHelp Someone keeps trying to buy playstation cards on my account. Having a hard time getting customer service | BRAND: @116932 Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here: https://t.co/hApLpMlfHN. Please do keep us in the loop. ^BL | CUSTOMER: @AmazonHelp I can't sign into my account to get to the numbers. | BRAND: @116932 Try using this link: https://t.co/jzvkhdlrK5. This should allow you to bypass the sign in page and contact us so we can look into this for you. ^AL | CUSTOMER: @AmazonHelp Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out. | BRAND: @116932 Did information get sent to our Accounts Specialists to look into when you contacted in? ^DO",ACCOUNT_ACCESS_OR_SECURITY,ESCALATE,"Brand linked a help/contact page. First reply: ""@116932 Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here: https://t.co/hApLpMlfHN. Please do keep us in the loop. ^BL"""
AMZ-054,5319,"Ach schau an. Meine Bestellung war unzustellbar... @AmazonHelp, was ist da denn passiert? Bekomme ich mein Geld nun wieder?","CUSTOMER: Ach schau an. Meine Bestellung war unzustellbar... @AmazonHelp, was ist da denn passiert? Bekomme ich mein Geld nun wieder? | BRAND: @116933 Bei unzustellbaren Sendungen wird gewöhnlich nach Bearbeitung der Retoure eine Erstattung veranlasst. Den Grund können wir von hier aus leider nicht einsehen. Bei Fragen hierzu kannst du dich gerne per E-mail/Telefon an unseren Kundenservice wenden. Schönen Abend ^MH | CUSTOMER: @AmazonHelp Danke für die schnelle Antwort... ja, ich werde mal nachfragen, was da schiefgelaufen sein soll. Ihnen auch einen schönen Abend noch. | BRAND: @116933 Danke :-)",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@116933 Bei unzustellbaren Sendungen wird gewöhnlich nach Bearbeitung der Retoure eine Erstattung veranlasst. Den Grund können wir von hier aus leider nicht einsehen. Bei Fragen hi"""
AMZ-055,5331,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,"CUSTOMER: @AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on? | BRAND: @116936 Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here: https://t.co/aaDyEz1VgE? ^DW | CUSTOMER: @AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address | BRAND: @116936 Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate. ^LR | CUSTOMER: @AmazonHelp But why has every item got 3+ days processing time when it's usually next day | BRAND: @116936 Some deliveries may take slightly longer than usual. You can read more information on here: https://t.co/VrNzEOwawt ^KI",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@116936 Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised deliver"""
AMZ-056,5779,"@AmazonHelp https://t.co/ohEeuAt7A6 estais de coña no?el reembolso lo quiero ya, era para un regalo para hoy y tenia que llegar ayer.","CUSTOMER: @AmazonHelp https://t.co/ohEeuAt7A6 estais de coña no?el reembolso lo quiero ya, era para un regalo para hoy y tenia que llegar ayer. | CUSTOMER: @AmazonHelp Pago para tener el Prime con vosotros para que me tarden en llegar 10 dias? Reembolsadme la compra y lo compro en cualquier otro sitio | BRAND: @117084 Zainda, nos comentarías, ¿ya entraste en contacto con nuestro Servicio de Atención al Cliente? ^HC | CUSTOMER: @AmazonHelp Estoy al tlf con ellos, me lo reembolsan ahora mismo. Espero que ASM reciba algun tipo de sanción porque esto es una vergüenza.",REFUND_STATUS_OR_AMOUNT,ESCALATE,"Brand replied without a clear resolution action. First reply: ""@117084 Zainda, nos comentarías, ¿ya entraste en contacto con nuestro Servicio de Atención al Cliente? ^HC"""
AMZ-057,5782,@117086 tem previsao para liberar a terceira temporada de #mrrobot no #amazonprimebrasil ?,"CUSTOMER: @117086 tem previsao para liberar a terceira temporada de #mrrobot no #amazonprimebrasil ? | BRAND: @117085 Olá, H.o! No momento não temos previsão, mas qualquer novidade será anunciada diretamente no nosso site e redes sociais. ^CR | CUSTOMER: @AmazonHelp poo. assinei hj pra ver a terceira e nada.. acha q so qnd acabar na tv americana? de qq forma, obrigado",PRIME_MEMBERSHIP_OR_SUBSCRIPTION,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@117085 Olá, H.o! No momento não temos previsão, mas qualquer novidade será anunciada diretamente no nosso site e redes sociais. ^CR"""
AMZ-058,5786,【新 一日一句】10.31 ハロウィンは クレームさえも 吹き飛ばす🎃 Amazonで マリオとルイージを買ったのに マリオとマリオが来たwww Wルイージよりマシか！笑 ハッピーハロウィン！👻💕 https://t.co/3s4J9MbYAc,CUSTOMER: 【新 一日一句】10.31 ハロウィンは クレームさえも 吹き飛ばす🎃 Amazonで マリオとルイージを買ったのに マリオとマリオが来たwww Wルイージよりマシか！笑 ハッピーハロウィン！👻💕 https://t.co/3s4J9MbYAc | BRAND: @117087 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUDknb TN | BRAND: @117087 なお、マーケットプレイスの出品者が発送する商品の場合には、出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。https://t.co/ZXCXcbN3Tv TN | CUSTOMER: @AmazonHelp ご丁寧にありがとうございます！ 逆に面白かったので全く問題ないです！ありがとうございます！ | BRAND: @117087 恐れ入ります🙇 既にハロウィンが過ぎてしまったところ大変恐縮ではございますが、万が一返品や交換をご希望される場合は、お伝えしたURLをご参照いただければと存じます。また、お手続きに関してご不明点がございましたら、ご遠慮なくお知らせください。 YM,OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@117087 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUDknb TN"""
AMZ-059,5789,"@115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms.","CUSTOMER: @115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms. | BRAND: @117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD | BRAND: @117088 Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. 2/2 ^HD",DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,"Brand linked a help/contact page, requested order/account details. First reply: ""@117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD"""
AMZ-060,5796,I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp,"CUSTOMER: I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp | BRAND: @117089 I'm sorry, I see we do have both episodes available. Can you let us know which device you are streaming this on? ^EB | CUSTOMER: @AmazonHelp I’m trying off my fire stick | BRAND: @117089 I'd recommend restarting your Fire Stick by unplugging it from the TV and wall outlet. If that doesn't work... (1/2) | BRAND: @117089 (2/2) ... please reach out to us for real-time troubleshooting here: https://t.co/hApLpMlfHN ^WT | CUSTOMER: @AmazonHelp Okay, thanks so much!",DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@117089 I'm sorry, I see we do have both episodes available. Can you let us know which device you are streaming this on? ^EB"""
AMZ-061,6966,@115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible.,"CUSTOMER: @115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible. | BRAND: @117198 I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that info here: https://t.co/WvaNTeDWQh ^BA | CUSTOMER: @AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier. | BRAND: @117198 When you have a moment, please phone us here: https://t.co/hApLpMlfHN ^RR | CUSTOMER: @AmazonHelp Please call me | BRAND: @117198 If you follow the link ^RR provided, we'd love to give you a call. ^MH",DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,"Brand apologised, linked a help/contact page, offered a phone/callback option. First reply: ""@117198 I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that info here: https://t.co/WvaNTeDWQh ^BA"""
AMZ-062,8516,"@116875 Exijo mi reembolso inmediato ya que yo en ningún momento solicité dicha membresía ""prime"", hubo algún error. Solución inmediata","CUSTOMER: @116875 Exijo mi reembolso inmediato ya que yo en ningún momento solicité dicha membresía ""prime"", hubo algún error. Solución inmediata | BRAND: @117495 Hola Mary. Para más detalles sobre como cancelar tu membresía de Amazon Prime, ingresa a: https://t.co/RPYF5xdYCl ^HC | CUSTOMER: @AmazonHelp Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio | BRAND: @117495 Mary, si no te has beneficiado de las ventajas de Prime, recibirás el reembolso. Recibirás un e-mail con más detalles. ^LG",REFUND_STATUS_OR_AMOUNT,ESCALATE,"Brand linked a help/contact page. First reply: ""@117495 Hola Mary. Para más detalles sobre como cancelar tu membresía de Amazon Prime, ingresa a: https://t.co/RPYF5xdYCl ^HC"""
AMZ-063,8522,Hasta que al fin pude comprar algo en @115821 😌,"CUSTOMER: Hasta que al fin pude comprar algo en @115821 😌 | CUSTOMER: @115821 Hasta que al fin llegó #BrBa https://t.co/7y2HKQlA2R | BRAND: @117496 Sin dudas, el mejor lugar para comer pollo frito. 🍗 ¡Nos alegra saber que recibiste tu pedido, Carl! :D ^CR",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@117496 Sin dudas, el mejor lugar para comer pollo frito. 🍗 ¡Nos alegra saber que recibiste tu pedido, Carl! :D ^CR"""
AMZ-064,8527,I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or know where it is???,"CUSTOMER: I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or know where it is??? | BRAND: @117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH | CUSTOMER: @AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0 | BRAND: @117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM | CUSTOMER: @AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/ | BRAND: @117498 I can understand your reluctance, but we can provide you with additional options depending on who the seller is. ^SY",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH"""
AMZ-065,8537,@115821 why do I pay for 2 day shipping and it's going on 4 days.,"CUSTOMER: @115821 why do I pay for 2 day shipping and it's going on 4 days. | BRAND: @117499 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT | BRAND: @117499 I'm sorry for the wait! Two-Day Shipping refers to transit speed in business days once an order's shipped. (1/2)",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@117499 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT"""
AMZ-066,9120,@115821 I’ve had nothing but trouble with 2/3 of my orders this month and I’m starting to doubt my continuing my prime membership,"CUSTOMER: @115821 I’ve had nothing but trouble with 2/3 of my orders this month and I’m starting to doubt my continuing my prime membership | BRAND: @117631 Without posting account information, could you provide us with a few details about the issue? We'd like to help! ^WM | CUSTOMER: @AmazonHelp I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw) | BRAND: @117631 Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved. ^SE",PRIME_MEMBERSHIP_OR_SUBSCRIPTION,AUTO_HANDLE,"Brand apologised, requested order/account details. First reply: ""@117631 Without posting account information, could you provide us with a few details about the issue? We'd like to help! ^WM"""
AMZ-067,9129,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!,"CUSTOMER: @AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help! | BRAND: @117632 We're here to help! Please, reach us phone or e-mail so we can investigate: https://t.co/jzvkhdlrK5 ^EB | CUSTOMER: @AmazonHelp I'm UK based. Are the contact details the same? | BRAND: @117632 Sorry! Try this one instead: https://t.co/JzP7hlA23B ^TR | CUSTOMER: @AmazonHelp That just takes me to the log in page (I can't log in as I can see from my Audible acct that my log in has been changed to a yopmail acct) | CUSTOMER: @AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!",ACCOUNT_ACCESS_OR_SECURITY,ESCALATE,"Brand apologised, linked a help/contact page, offered a phone/callback option. First reply: ""@117632 We're here to help! Please, reach us phone or e-mail so we can investigate: https://t.co/jzvkhdlrK5 ^EB"""
AMZ-068,9132,Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp,CUSTOMER: Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp | BRAND: @117633 Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN. ^EZ | CUSTOMER: @AmazonHelp I appreciate the quick reply!!!,UNEXPECTED_CHARGE_OR_BILLING_ERROR,ESCALATE,"Brand apologised, linked a help/contact page. First reply: ""@117633 Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN. ^EZ"""
AMZ-069,9135,Not here pissed @115821,CUSTOMER: Not here pissed @115821 | BRAND: @117635 I'm sorry your order hasn't arrived! Please reach us here: https://t.co/hApLpMlfHN if it doesn't arrive tomorrow. ^EZ | CUSTOMER: @AmazonHelp Love you,OTHER_NON_ACTIONABLE,ESCALATE,"Brand apologised, linked a help/contact page. First reply: ""@117635 I'm sorry your order hasn't arrived! Please reach us here: https://t.co/hApLpMlfHN if it doesn't arrive tomorrow. ^EZ"""
AMZ-070,9147,"@115850 order ID ending with 5148337, I paid ur delivery guy 1000 Rs for a 690 Rs order, asked him to add 310 to wallet, Y s it not done?","CUSTOMER: @115850 order ID ending with 5148337, I paid ur delivery guy 1000 Rs for a 690 Rs order, asked him to add 310 to wallet, Y s it not done? | BRAND: @117638 here: https://t.co/GIJyeYqKE0 and I'll get back. (2/2) ^KA | BRAND: @117638 Sorry to know about the payment issue. I'd like to have a closer look at the issue. Please share your details (1/2) ^KA | CUSTOMER: @115850 Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added | BRAND: @117638 Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY | CUSTOMER: @AmazonHelp Solved, Thank You",UNEXPECTED_CHARGE_OR_BILLING_ERROR,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details. First reply: ""@117638 here: https://t.co/GIJyeYqKE0 and I'll get back. (2/2) ^KA"""
AMZ-071,9767,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821","CUSTOMER: Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821 | BRAND: @117789 Apologies for the delay in delivery of your order, Benish. We'd like to take a closer look. 1/2 ^HD | BRAND: @117789 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD | CUSTOMER: @AmazonHelp What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing | CUSTOMER: @AmazonHelp Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (1 item) check out yourself | BRAND: @117789 Sorry for this ordeal, Benish. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD",REFUND_STATUS_OR_AMOUNT,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@117789 Apologies for the delay in delivery of your order, Benish. We'd like to take a closer look. 1/2 ^HD"""
AMZ-072,9781,"I seem to have bad luck in trying to get undamaged books from @115821. Sometimes it's damaged in delivery, but this one was packed this way. https://t.co/HnwtSE7e31","CUSTOMER: I seem to have bad luck in trying to get undamaged books from @115821. Sometimes it's damaged in delivery, but this one was packed this way. https://t.co/HnwtSE7e31 | BRAND: @117790 I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: https://t.co/Y5jpI9gRhE? ^SH | CUSTOMER: @AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy. | BRAND: @117790 I understand! Returns can be made as long as they fall under this policy: https://t.co/i3QyGkjfQI. Hope this helps! ^BL",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,ESCALATE,"Brand apologised, linked a help/contact page, pointed to refund/replacement options. First reply: ""@117790 I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: https://t.co/Y5jpI9gRhE? ^SH"""
AMZ-073,9784,"@115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o","CUSTOMER: @115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o | BRAND: @117791 We've emailed you in response to the details you shared earlier. Please reply on the same for further assistance. 1/2 ^MK | BRAND: @117791 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK | CUSTOMER: @AmazonHelp Haven’t received that email",ITEM_DAMAGED_WRONG_OR_COUNTERFEIT,ESCALATE,"Brand requested order/account details. First reply: ""@117791 We've emailed you in response to the details you shared earlier. Please reply on the same for further assistance. 1/2 ^MK"""
AMZ-074,9791,Ordered cases for our new iPhone X and @115821 sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,CUSTOMER: Ordered cases for our new iPhone X and @115821 sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed | BRAND: @117793 I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: https://t.co/3B6iUhjS3U ^SJ | CUSTOMER: @AmazonHelp I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read. | BRAND: @117793 Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ,ITEM_DAMAGED_WRONG_OR_COUNTERFEIT,ESCALATE,"Brand apologised, linked a help/contact page, offered a phone/callback option, pointed to refund/replacement options, gave troubleshooting guidance. First reply: ""@117793 I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: https://t.co/3B6iUhjS3U ^SJ"""
AMZ-075,9799,@115850 Why can't the updates move properly https://t.co/DMwBAxwJUV,"CUSTOMER: @115850 Why can't the updates move properly https://t.co/DMwBAxwJUV | CUSTOMER: @115850 I mean I don't have problem with most of the orders but the black dot moving with the green bar is quite irritating | BRAND: @117797 I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@117797 I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV"""
AMZ-076,9807,"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9","CUSTOMER: @115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9 | BRAND: @117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2 | BRAND: @117791 don’t provide your order/account details as we consider them to be personal info. Our page is visible to the public. 2/2 ^NS | CUSTOMER: @AmazonHelp Haven’t received any mail, can you please resend mail to __email__ | BRAND: @117791 I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK | CUSTOMER: @AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list.",ITEM_DAMAGED_WRONG_OR_COUNTERFEIT,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details. First reply: ""@117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2"""
AMZ-077,9812,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z,"BRAND: @117798 Oh, no! Without providing personal/account information, could you tell us more about what's going on? ^DG | CUSTOMER: @AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z | BRAND: @117798 We would like to investigate further with you. Please reach out to us at your convenience: https://t.co/hApLpMlfHN ^JP",RETURN_OR_REPLACEMENT_REQUEST,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@117798 Oh, no! Without providing personal/account information, could you tell us more about what's going on? ^DG"""
AMZ-078,9817,Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH,CUSTOMER: Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH | BRAND: @117800 I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO | CUSTOMER: @AmazonHelp you it is late but It is fine I just thought it was hilarious,OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand apologised. First reply: ""@117800 I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO"""
AMZ-079,9821,@AmazonHelp so I pay extra for overnight shipping and you guys are gonna delay my package for another 2-4 days? i'd like a full refund 1/2,"CUSTOMER: @AmazonHelp so I pay extra for overnight shipping and you guys are gonna delay my package for another 2-4 days? i'd like a full refund 1/2 | CUSTOMER: @AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for. | BRAND: @117801 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT | BRAND: @117801 I'm sorry for the wait! One-Day shipping refers to transit time in business days once an order's shipped! (1/2)",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@117801 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT"""
